day,metric,mean,q025,q975,date,specialty
109,nwl52_total,480,480,480,14/01/2023,ENT
109,nwm104_total,1,1,1,14/01/2023,ENT
109,nwm52_total,138,138,138,14/01/2023,ENT
109,nwm78_total,13,13,13,14/01/2023,ENT
109,rtt_maxwt,27,27,27,14/01/2023,ENT
109,rtt_meanwt,27,27,27,14/01/2023,ENT
109,rtt_medianwt,27,27,27,14/01/2023,ENT
109,rtt_nwm78_total,13,13,13,14/01/2023,ENT
109,wl_size,619,619,619,14/01/2023,ENT
110,nwl104_total,0,0,0,15/01/2023,ENT
110,nwl52_total,476,476,476,15/01/2023,ENT
110,nwm104_total,1,1,1,15/01/2023,ENT
110,nwm52_total,138,138,138,15/01/2023,ENT
110,nwm78_total,13,13,13,15/01/2023,ENT
110,rtt_maxwt,27,27,27,15/01/2023,ENT
110,rtt_meanwt,24.6,24.6,24.6,15/01/2023,ENT
110,rtt_medianwt,25,25,25,15/01/2023,ENT
110,rtt_nwm78_total,13,13,13,15/01/2023,ENT
110,wl_size,615,615,615,15/01/2023,ENT
111,nwl104_total,0,0,0,16/01/2023,ENT
111,nwl52_total,481,481,481,16/01/2023,ENT
111,nwm104_total,1,1,1,16/01/2023,ENT
111,nwm52_total,138,138,138,16/01/2023,ENT
111,nwm78_total,13,13,13,16/01/2023,ENT
111,rtt_maxwt,24,24,24,16/01/2023,ENT
111,rtt_meanwt,22.666666666666668,22.666666666666668,22.666666666666668,16/01/2023,ENT
111,rtt_medianwt,23,23,23,16/01/2023,ENT
111,rtt_nwm78_total,13,13,13,16/01/2023,ENT
111,wl_size,620,620,620,16/01/2023,ENT
112,nwl104_total,0,0,0,17/01/2023,ENT
112,nwl52_total,481,481,481,17/01/2023,ENT
112,nwm104_total,1,1,1,17/01/2023,ENT
112,nwm52_total,138,138,138,17/01/2023,ENT
112,nwm78_total,13,13,13,17/01/2023,ENT
112,rtt_maxwt,36,36,36,17/01/2023,ENT
112,rtt_meanwt,26.666666666666668,26.666666666666668,26.666666666666668,17/01/2023,ENT
112,rtt_medianwt,22,22,22,17/01/2023,ENT
112,rtt_nwm78_total,13,13,13,17/01/2023,ENT
112,wl_size,620,620,620,17/01/2023,ENT
113,nwl104_total,0,0,0,18/01/2023,ENT
113,nwl52_total,473,473,473,18/01/2023,ENT
113,nwm104_total,1,1,1,18/01/2023,ENT
113,nwm52_total,145,145,145,18/01/2023,ENT
113,nwm78_total,15,15,15,18/01/2023,ENT
113,rtt_maxwt,23,23,23,18/01/2023,ENT
113,rtt_meanwt,22.5,22.5,22.5,18/01/2023,ENT
113,rtt_medianwt,22.5,22.5,22.5,18/01/2023,ENT
113,rtt_nwm78_total,15,15,15,18/01/2023,ENT
113,wl_size,619,619,619,18/01/2023,ENT
114,nwl104_total,0,0,0,19/01/2023,ENT
114,nwl52_total,479,479,479,19/01/2023,ENT
114,nwm104_total,1,1,1,19/01/2023,ENT
114,nwm52_total,145,145,145,19/01/2023,ENT
114,nwm78_total,15,15,15,19/01/2023,ENT
114,rtt_maxwt,22,22,22,19/01/2023,ENT
114,rtt_meanwt,22,22,22,19/01/2023,ENT
114,rtt_medianwt,22,22,22,19/01/2023,ENT
114,rtt_nwm78_total,15,15,15,19/01/2023,ENT
114,wl_size,625,625,625,19/01/2023,ENT
115,nwl104_total,0,0,0,20/01/2023,ENT
115,nwl52_total,477,477,477,20/01/2023,ENT
115,nwm104_total,1,1,1,20/01/2023,ENT
115,nwm52_total,144,144,144,20/01/2023,ENT
115,nwm78_total,15,15,15,20/01/2023,ENT
115,rtt_maxwt,22,22,22,20/01/2023,ENT
115,rtt_meanwt,21.75,21.75,21.75,20/01/2023,ENT
115,rtt_medianwt,22,22,22,20/01/2023,ENT
115,rtt_nwm78_total,15,15,15,20/01/2023,ENT
115,wl_size,622,622,622,20/01/2023,ENT
116,nwl104_total,0,0,0,21/01/2023,ENT
116,nwl52_total,479,479,479,21/01/2023,ENT
116,nwm104_total,1,1,1,21/01/2023,ENT
116,nwm52_total,144,144,144,21/01/2023,ENT
116,nwm78_total,15,15,15,21/01/2023,ENT
116,rtt_nwm78_total,15,15,15,21/01/2023,ENT
116,wl_size,624,624,624,21/01/2023,ENT
117,nwl104_total,0,0,0,22/01/2023,ENT
117,nwl52_total,481,481,481,22/01/2023,ENT
117,nwm104_total,1,1,1,22/01/2023,ENT
117,nwm52_total,144,144,144,22/01/2023,ENT
117,nwm78_total,15,15,15,22/01/2023,ENT
117,rtt_maxwt,40,40,40,22/01/2023,ENT
117,rtt_meanwt,31.5,31.5,31.5,22/01/2023,ENT
117,rtt_medianwt,31.5,31.5,31.5,22/01/2023,ENT
117,rtt_nwm78_total,15,15,15,22/01/2023,ENT
117,wl_size,626,626,626,22/01/2023,ENT
118,nwl104_total,0,0,0,23/01/2023,ENT
118,nwl52_total,483,483,483,23/01/2023,ENT
118,nwm104_total,1,1,1,23/01/2023,ENT
118,nwm52_total,143,143,143,23/01/2023,ENT
118,nwm78_total,15,15,15,23/01/2023,ENT
118,rtt_maxwt,23,23,23,23/01/2023,ENT
118,rtt_meanwt,22.333333333333332,22.333333333333332,22.333333333333332,23/01/2023,ENT
118,rtt_medianwt,22,22,22,23/01/2023,ENT
118,rtt_nwm78_total,15,15,15,23/01/2023,ENT
118,wl_size,627,627,627,23/01/2023,ENT
119,nwl104_total,0,0,0,24/01/2023,ENT
119,nwl52_total,485,485,485,24/01/2023,ENT
119,nwm104_total,1,1,1,24/01/2023,ENT
119,nwm52_total,143,143,143,24/01/2023,ENT
119,nwm78_total,15,15,15,24/01/2023,ENT
119,rtt_nwm78_total,15,15,15,24/01/2023,ENT
119,wl_size,629,629,629,24/01/2023,ENT
120,nwl104_total,0,0,0,25/01/2023,ENT
120,nwl52_total,479,479,479,25/01/2023,ENT
120,nwm104_total,1,1,1,25/01/2023,ENT
120,nwm52_total,149,149,149,25/01/2023,ENT
120,nwm78_total,18,18,18,25/01/2023,ENT
120,rtt_maxwt,23,23,23,25/01/2023,ENT
120,rtt_meanwt,23,23,23,25/01/2023,ENT
120,rtt_medianwt,23,23,23,25/01/2023,ENT
120,rtt_nwm78_total,18,18,18,25/01/2023,ENT
120,wl_size,629,629,629,25/01/2023,ENT
121,nwl104_total,0,0,0,26/01/2023,ENT
121,nwl52_total,485,485,485,26/01/2023,ENT
121,nwm104_total,1,1,1,26/01/2023,ENT
121,nwm52_total,148,148,148,26/01/2023,ENT
121,nwm78_total,18,18,18,26/01/2023,ENT
121,rtt_maxwt,23,23,23,26/01/2023,ENT
121,rtt_meanwt,23,23,23,26/01/2023,ENT
121,rtt_medianwt,23,23,23,26/01/2023,ENT
121,rtt_nwm78_total,18,18,18,26/01/2023,ENT
121,wl_size,634,634,634,26/01/2023,ENT
122,nwl104_total,0,0,0,27/01/2023,ENT
122,nwl52_total,491,491,491,27/01/2023,ENT
122,nwm104_total,1,1,1,27/01/2023,ENT
122,nwm52_total,148,148,148,27/01/2023,ENT
122,nwm78_total,18,18,18,27/01/2023,ENT
122,rtt_nwm78_total,18,18,18,27/01/2023,ENT
122,wl_size,640,640,640,27/01/2023,ENT
123,nwl104_total,0,0,0,28/01/2023,ENT
123,nwl52_total,495,495,495,28/01/2023,ENT
123,nwm104_total,1,1,1,28/01/2023,ENT
123,nwm52_total,148,148,148,28/01/2023,ENT
123,nwm78_total,18,18,18,28/01/2023,ENT
123,rtt_maxwt,25,25,25,28/01/2023,ENT
123,rtt_meanwt,25,25,25,28/01/2023,ENT
123,rtt_medianwt,25,25,25,28/01/2023,ENT
123,rtt_nwm78_total,18,18,18,28/01/2023,ENT
123,wl_size,644,644,644,28/01/2023,ENT
124,nwl104_total,0,0,0,29/01/2023,ENT
124,nwl52_total,495,495,495,29/01/2023,ENT
124,nwm104_total,1,1,1,29/01/2023,ENT
124,nwm52_total,148,148,148,29/01/2023,ENT
124,nwm78_total,18,18,18,29/01/2023,ENT
124,rtt_maxwt,26,26,26,29/01/2023,ENT
124,rtt_meanwt,26,26,26,29/01/2023,ENT
124,rtt_medianwt,26,26,26,29/01/2023,ENT
124,rtt_nwm78_total,18,18,18,29/01/2023,ENT
124,wl_size,644,644,644,29/01/2023,ENT
125,nwl104_total,0,0,0,30/01/2023,ENT
125,nwl52_total,497,497,497,30/01/2023,ENT
125,nwm104_total,1,1,1,30/01/2023,ENT
125,nwm52_total,148,148,148,30/01/2023,ENT
125,nwm78_total,18,18,18,30/01/2023,ENT
125,rtt_maxwt,26,26,26,30/01/2023,ENT
125,rtt_meanwt,26,26,26,30/01/2023,ENT
125,rtt_medianwt,26,26,26,30/01/2023,ENT
125,rtt_nwm78_total,18,18,18,30/01/2023,ENT
125,wl_size,646,646,646,30/01/2023,ENT
126,nwl104_total,0,0,0,31/01/2023,ENT
126,nwl52_total,504,504,504,31/01/2023,ENT
126,nwm104_total,1,1,1,31/01/2023,ENT
126,nwm52_total,148,148,148,31/01/2023,ENT
126,nwm78_total,18,18,18,31/01/2023,ENT
126,rtt_nwm78_total,18,18,18,31/01/2023,ENT
126,wl_size,653,653,653,31/01/2023,ENT
127,nwl104_total,0,0,0,01/02/2023,ENT
127,nwl52_total,505,505,505,01/02/2023,ENT
127,nwm104_total,1,1,1,01/02/2023,ENT
127,nwm52_total,151,151,151,01/02/2023,ENT
127,nwm78_total,20,20,20,01/02/2023,ENT
127,rtt_maxwt,37,37,37,01/02/2023,ENT
127,rtt_meanwt,37,37,37,01/02/2023,ENT
127,rtt_medianwt,37,37,37,01/02/2023,ENT
127,rtt_nwm78_total,20,20,20,01/02/2023,ENT
127,wl_size,657,657,657,01/02/2023,ENT
128,nwl104_total,0,0,0,02/02/2023,ENT
128,nwl52_total,505,505,505,02/02/2023,ENT
128,nwm104_total,1,1,1,02/02/2023,ENT
128,nwm52_total,150,150,150,02/02/2023,ENT
128,nwm78_total,19,19,19,02/02/2023,ENT
128,rtt_maxwt,38,38,38,02/02/2023,ENT
128,rtt_meanwt,34.666666666666664,34.666666666666664,34.666666666666664,02/02/2023,ENT
128,rtt_medianwt,37,37,37,02/02/2023,ENT
128,rtt_nwm78_total,19,19,19,02/02/2023,ENT
128,wl_size,656,656,656,02/02/2023,ENT
129,nwl104_total,0,0,0,03/02/2023,ENT
129,nwl52_total,504,504,504,03/02/2023,ENT
129,nwm104_total,1,1,1,03/02/2023,ENT
129,nwm52_total,150,150,150,03/02/2023,ENT
129,nwm78_total,19,19,19,03/02/2023,ENT
129,rtt_maxwt,29,29,29,03/02/2023,ENT
129,rtt_meanwt,29,29,29,03/02/2023,ENT
129,rtt_medianwt,29,29,29,03/02/2023,ENT
129,rtt_nwm78_total,19,19,19,03/02/2023,ENT
129,wl_size,655,655,655,03/02/2023,ENT
130,nwl104_total,0,0,0,04/02/2023,ENT
130,nwl52_total,501,501,501,04/02/2023,ENT
130,nwm104_total,1,1,1,04/02/2023,ENT
130,nwm52_total,150,150,150,04/02/2023,ENT
130,nwm78_total,19,19,19,04/02/2023,ENT
130,rtt_maxwt,29,29,29,04/02/2023,ENT
130,rtt_meanwt,27.75,27.75,27.75,04/02/2023,ENT
130,rtt_medianwt,27.5,27.5,27.5,04/02/2023,ENT
130,rtt_nwm78_total,19,19,19,04/02/2023,ENT
130,wl_size,652,652,652,04/02/2023,ENT
131,nwl104_total,0,0,0,05/02/2023,ENT
131,nwl52_total,500,500,500,05/02/2023,ENT
131,nwm104_total,1,1,1,05/02/2023,ENT
131,nwm52_total,150,150,150,05/02/2023,ENT
131,nwm78_total,19,19,19,05/02/2023,ENT
131,rtt_maxwt,36,36,36,05/02/2023,ENT
131,rtt_meanwt,26,26,26,05/02/2023,ENT
131,rtt_medianwt,24,24,24,05/02/2023,ENT
131,rtt_nwm78_total,19,19,19,05/02/2023,ENT
131,wl_size,651,651,651,05/02/2023,ENT
132,nwl104_total,0,0,0,06/02/2023,ENT
132,nwl52_total,504,504,504,06/02/2023,ENT
132,nwm104_total,1,1,1,06/02/2023,ENT
132,nwm52_total,150,150,150,06/02/2023,ENT
132,nwm78_total,19,19,19,06/02/2023,ENT
132,rtt_maxwt,23,23,23,06/02/2023,ENT
132,rtt_meanwt,22,22,22,06/02/2023,ENT
132,rtt_medianwt,22,22,22,06/02/2023,ENT
132,rtt_nwm78_total,19,19,19,06/02/2023,ENT
132,wl_size,655,655,655,06/02/2023,ENT
133,nwl104_total,0,0,0,07/02/2023,ENT
133,nwl52_total,508,508,508,07/02/2023,ENT
133,nwm104_total,1,1,1,07/02/2023,ENT
133,nwm52_total,150,150,150,07/02/2023,ENT
133,nwm78_total,19,19,19,07/02/2023,ENT
133,rtt_maxwt,22,22,22,07/02/2023,ENT
133,rtt_meanwt,22,22,22,07/02/2023,ENT
133,rtt_medianwt,22,22,22,07/02/2023,ENT
133,rtt_nwm78_total,19,19,19,07/02/2023,ENT
133,wl_size,659,659,659,07/02/2023,ENT
134,nwl104_total,0,0,0,08/02/2023,ENT
134,nwl52_total,502,502,502,08/02/2023,ENT
134,nwm104_total,1,1,1,08/02/2023,ENT
134,nwm52_total,159,159,159,08/02/2023,ENT
134,nwm78_total,23,23,23,08/02/2023,ENT
134,rtt_nwm78_total,23,23,23,08/02/2023,ENT
134,wl_size,662,662,662,08/02/2023,ENT
135,nwl104_total,0,0,0,09/02/2023,ENT
135,nwl52_total,505,505,505,09/02/2023,ENT
135,nwm104_total,1,1,1,09/02/2023,ENT
135,nwm52_total,159,159,159,09/02/2023,ENT
135,nwm78_total,23,23,23,09/02/2023,ENT
135,rtt_maxwt,24,24,24,09/02/2023,ENT
135,rtt_meanwt,23,23,23,09/02/2023,ENT
135,rtt_medianwt,23.5,23.5,23.5,09/02/2023,ENT
135,rtt_nwm78_total,23,23,23,09/02/2023,ENT
135,wl_size,665,665,665,09/02/2023,ENT
136,nwl104_total,0,0,0,10/02/2023,ENT
136,nwl52_total,507,507,507,10/02/2023,ENT
136,nwm104_total,1,1,1,10/02/2023,ENT
136,nwm52_total,159,159,159,10/02/2023,ENT
136,nwm78_total,23,23,23,10/02/2023,ENT
136,rtt_maxwt,40,40,40,10/02/2023,ENT
136,rtt_meanwt,40,40,40,10/02/2023,ENT
136,rtt_medianwt,40,40,40,10/02/2023,ENT
136,rtt_nwm78_total,23,23,23,10/02/2023,ENT
136,wl_size,667,667,667,10/02/2023,ENT
137,nwl104_total,0,0,0,11/02/2023,ENT
137,nwl52_total,510,510,510,11/02/2023,ENT
137,nwm104_total,1,1,1,11/02/2023,ENT
137,nwm52_total,159,159,159,11/02/2023,ENT
137,nwm78_total,23,23,23,11/02/2023,ENT
137,rtt_maxwt,23,23,23,11/02/2023,ENT
137,rtt_meanwt,23,23,23,11/02/2023,ENT
137,rtt_medianwt,23,23,23,11/02/2023,ENT
137,rtt_nwm78_total,23,23,23,11/02/2023,ENT
137,wl_size,670,670,670,11/02/2023,ENT
138,nwl104_total,0,0,0,12/02/2023,ENT
138,nwl52_total,512,512,512,12/02/2023,ENT
138,nwm104_total,1,1,1,12/02/2023,ENT
138,nwm52_total,159,159,159,12/02/2023,ENT
138,nwm78_total,23,23,23,12/02/2023,ENT
138,rtt_maxwt,24,24,24,12/02/2023,ENT
138,rtt_meanwt,24,24,24,12/02/2023,ENT
138,rtt_medianwt,24,24,24,12/02/2023,ENT
138,rtt_nwm78_total,23,23,23,12/02/2023,ENT
138,wl_size,672,672,672,12/02/2023,ENT
139,nwl104_total,0,0,0,13/02/2023,ENT
139,nwl52_total,519,519,519,13/02/2023,ENT
139,nwm104_total,1,1,1,13/02/2023,ENT
139,nwm52_total,159,159,159,13/02/2023,ENT
139,nwm78_total,23,23,23,13/02/2023,ENT
139,rtt_maxwt,104,104,104,13/02/2023,ENT
139,rtt_meanwt,64.5,64.5,64.5,13/02/2023,ENT
139,rtt_medianwt,64.5,64.5,64.5,13/02/2023,ENT
139,rtt_nwm78_total,23,23,23,13/02/2023,ENT
139,wl_size,679,679,679,13/02/2023,ENT
140,nwl104_total,0,0,0,14/02/2023,ENT
140,nwl52_total,520,520,520,14/02/2023,ENT
140,nwm104_total,1,1,1,14/02/2023,ENT
140,nwm52_total,159,159,159,14/02/2023,ENT
140,nwm78_total,23,23,23,14/02/2023,ENT
140,rtt_maxwt,24,24,24,14/02/2023,ENT
140,rtt_meanwt,23.25,23.25,23.25,14/02/2023,ENT
140,rtt_medianwt,23,23,23,14/02/2023,ENT
140,rtt_nwm78_total,23,23,23,14/02/2023,ENT
140,wl_size,680,680,680,14/02/2023,ENT
141,nwl104_total,0,0,0,15/02/2023,ENT
141,nwl52_total,515,515,515,15/02/2023,ENT
141,nwm104_total,1,1,1,15/02/2023,ENT
141,nwm52_total,167,167,167,15/02/2023,ENT
141,nwm78_total,29,29,29,15/02/2023,ENT
141,rtt_nwm78_total,29,29,29,15/02/2023,ENT
141,wl_size,683,683,683,15/02/2023,ENT
142,nwl104_total,0,0,0,16/02/2023,ENT
142,nwl52_total,519,519,519,16/02/2023,ENT
142,nwm104_total,1,1,1,16/02/2023,ENT
142,nwm52_total,167,167,167,16/02/2023,ENT
142,nwm78_total,29,29,29,16/02/2023,ENT
142,rtt_maxwt,24,24,24,16/02/2023,ENT
142,rtt_meanwt,24,24,24,16/02/2023,ENT
142,rtt_medianwt,24,24,24,16/02/2023,ENT
142,rtt_nwm78_total,29,29,29,16/02/2023,ENT
142,wl_size,687,687,687,16/02/2023,ENT
143,nwl104_total,0,0,0,17/02/2023,ENT
143,nwl52_total,520,520,520,17/02/2023,ENT
143,nwm104_total,1,1,1,17/02/2023,ENT
143,nwm52_total,167,167,167,17/02/2023,ENT
143,nwm78_total,29,29,29,17/02/2023,ENT
143,rtt_nwm78_total,29,29,29,17/02/2023,ENT
143,wl_size,688,688,688,17/02/2023,ENT
144,nwl104_total,0,0,0,18/02/2023,ENT
144,nwl52_total,522,522,522,18/02/2023,ENT
144,nwm104_total,1,1,1,18/02/2023,ENT
144,nwm52_total,167,167,167,18/02/2023,ENT
144,nwm78_total,29,29,29,18/02/2023,ENT
144,rtt_maxwt,26,26,26,18/02/2023,ENT
144,rtt_meanwt,26,26,26,18/02/2023,ENT
144,rtt_medianwt,26,26,26,18/02/2023,ENT
144,rtt_nwm78_total,29,29,29,18/02/2023,ENT
144,wl_size,690,690,690,18/02/2023,ENT
145,nwl104_total,0,0,0,19/02/2023,ENT
145,nwl52_total,530,530,530,19/02/2023,ENT
145,nwm104_total,1,1,1,19/02/2023,ENT
145,nwm52_total,167,167,167,19/02/2023,ENT
145,nwm78_total,29,29,29,19/02/2023,ENT
145,rtt_nwm78_total,29,29,29,19/02/2023,ENT
145,wl_size,698,698,698,19/02/2023,ENT
146,nwl104_total,0,0,0,20/02/2023,ENT
146,nwl52_total,530,530,530,20/02/2023,ENT
146,nwm104_total,1,1,1,20/02/2023,ENT
146,nwm52_total,167,167,167,20/02/2023,ENT
146,nwm78_total,29,29,29,20/02/2023,ENT
146,rtt_maxwt,28,28,28,20/02/2023,ENT
146,rtt_meanwt,27.666666666666668,27.666666666666668,27.666666666666668,20/02/2023,ENT
146,rtt_medianwt,28,28,28,20/02/2023,ENT
146,rtt_nwm78_total,29,29,29,20/02/2023,ENT
146,wl_size,698,698,698,20/02/2023,ENT
147,nwl104_total,0,0,0,21/02/2023,ENT
147,nwl52_total,528,528,528,21/02/2023,ENT
147,nwm104_total,1,1,1,21/02/2023,ENT
147,nwm52_total,167,167,167,21/02/2023,ENT
147,nwm78_total,29,29,29,21/02/2023,ENT
147,rtt_maxwt,27,27,27,21/02/2023,ENT
147,rtt_meanwt,26.666666666666668,26.666666666666668,26.666666666666668,21/02/2023,ENT
147,rtt_medianwt,27,27,27,21/02/2023,ENT
147,rtt_nwm78_total,29,29,29,21/02/2023,ENT
147,wl_size,696,696,696,21/02/2023,ENT
148,nwl104_total,0,0,0,22/02/2023,ENT
148,nwl52_total,518,518,518,22/02/2023,ENT
148,nwm104_total,1,1,1,22/02/2023,ENT
148,nwm52_total,177,177,177,22/02/2023,ENT
148,nwm78_total,35,35,35,22/02/2023,ENT
148,rtt_maxwt,27,27,27,22/02/2023,ENT
148,rtt_meanwt,27,27,27,22/02/2023,ENT
148,rtt_medianwt,27,27,27,22/02/2023,ENT
148,rtt_nwm78_total,35,35,35,22/02/2023,ENT
148,wl_size,696,696,696,22/02/2023,ENT
149,nwl104_total,0,0,0,23/02/2023,ENT
149,nwl52_total,522,522,522,23/02/2023,ENT
149,nwm104_total,1,1,1,23/02/2023,ENT
149,nwm52_total,177,177,177,23/02/2023,ENT
149,nwm78_total,35,35,35,23/02/2023,ENT
149,rtt_maxwt,104,104,104,23/02/2023,ENT
149,rtt_meanwt,104,104,104,23/02/2023,ENT
149,rtt_medianwt,104,104,104,23/02/2023,ENT
149,rtt_nwm78_total,35,35,35,23/02/2023,ENT
149,wl_size,700,700,700,23/02/2023,ENT
150,nwl104_total,0,0,0,24/02/2023,ENT
150,nwl52_total,523,523,523,24/02/2023,ENT
150,nwm104_total,1,1,1,24/02/2023,ENT
150,nwm52_total,177,177,177,24/02/2023,ENT
150,nwm78_total,35,35,35,24/02/2023,ENT
150,rtt_maxwt,28,28,28,24/02/2023,ENT
150,rtt_meanwt,28,28,28,24/02/2023,ENT
150,rtt_medianwt,28,28,28,24/02/2023,ENT
150,rtt_nwm78_total,35,35,35,24/02/2023,ENT
150,wl_size,701,701,701,24/02/2023,ENT
151,nwl104_total,0,0,0,25/02/2023,ENT
151,nwl52_total,525,525,525,25/02/2023,ENT
151,nwm104_total,1,1,1,25/02/2023,ENT
151,nwm52_total,177,177,177,25/02/2023,ENT
151,nwm78_total,35,35,35,25/02/2023,ENT
151,rtt_maxwt,29,29,29,25/02/2023,ENT
151,rtt_meanwt,28.5,28.5,28.5,25/02/2023,ENT
151,rtt_medianwt,28.5,28.5,28.5,25/02/2023,ENT
151,rtt_nwm78_total,35,35,35,25/02/2023,ENT
151,wl_size,703,703,703,25/02/2023,ENT
152,nwl104_total,0,0,0,26/02/2023,ENT
152,nwl52_total,527,527,527,26/02/2023,ENT
152,nwm104_total,1,1,1,26/02/2023,ENT
152,nwm52_total,177,177,177,26/02/2023,ENT
152,nwm78_total,35,35,35,26/02/2023,ENT
152,rtt_maxwt,29,29,29,26/02/2023,ENT
152,rtt_meanwt,29,29,29,26/02/2023,ENT
152,rtt_medianwt,29,29,29,26/02/2023,ENT
152,rtt_nwm78_total,35,35,35,26/02/2023,ENT
152,wl_size,705,705,705,26/02/2023,ENT
153,nwl104_total,0,0,0,27/02/2023,ENT
153,nwl52_total,526,526,526,27/02/2023,ENT
153,nwm104_total,1,1,1,27/02/2023,ENT
153,nwm52_total,177,177,177,27/02/2023,ENT
153,nwm78_total,35,35,35,27/02/2023,ENT
153,rtt_maxwt,28,28,28,27/02/2023,ENT
153,rtt_meanwt,27,27,27,27/02/2023,ENT
153,rtt_medianwt,27,27,27,27/02/2023,ENT
153,rtt_nwm78_total,35,35,35,27/02/2023,ENT
153,wl_size,704,704,704,27/02/2023,ENT
154,nwl104_total,0,0,0,28/02/2023,ENT
154,nwl52_total,524,524,524,28/02/2023,ENT
154,nwm104_total,1,1,1,28/02/2023,ENT
154,nwm52_total,177,177,177,28/02/2023,ENT
154,nwm78_total,35,35,35,28/02/2023,ENT
154,rtt_maxwt,27,27,27,28/02/2023,ENT
154,rtt_meanwt,26.75,26.75,26.75,28/02/2023,ENT
154,rtt_medianwt,27,27,27,28/02/2023,ENT
154,rtt_nwm78_total,35,35,35,28/02/2023,ENT
154,wl_size,702,702,702,28/02/2023,ENT
155,nwl104_total,0,0,0,01/03/2023,ENT
155,nwl52_total,518,518,518,01/03/2023,ENT
155,nwm104_total,1,1,1,01/03/2023,ENT
155,nwm52_total,183,183,183,01/03/2023,ENT
155,nwm78_total,37,37,37,01/03/2023,ENT
155,rtt_maxwt,35,35,35,01/03/2023,ENT
155,rtt_meanwt,29,29,29,01/03/2023,ENT
155,rtt_medianwt,27,27,27,01/03/2023,ENT
155,rtt_nwm78_total,37,37,37,01/03/2023,ENT
155,wl_size,702,702,702,01/03/2023,ENT
156,nwl104_total,0,0,0,02/03/2023,ENT
156,nwl52_total,521,521,521,02/03/2023,ENT
156,nwm104_total,1,1,1,02/03/2023,ENT
156,nwm52_total,183,183,183,02/03/2023,ENT
156,nwm78_total,37,37,37,02/03/2023,ENT
156,rtt_maxwt,25,25,25,02/03/2023,ENT
156,rtt_meanwt,24.333333333333332,24.333333333333332,24.333333333333332,02/03/2023,ENT
156,rtt_medianwt,24,24,24,02/03/2023,ENT
156,rtt_nwm78_total,37,37,37,02/03/2023,ENT
156,wl_size,705,705,705,02/03/2023,ENT
157,nwl104_total,0,0,0,03/03/2023,ENT
157,nwl52_total,522,522,522,03/03/2023,ENT
157,nwm104_total,1,1,1,03/03/2023,ENT
157,nwm52_total,183,183,183,03/03/2023,ENT
157,nwm78_total,37,37,37,03/03/2023,ENT
157,rtt_maxwt,25,25,25,03/03/2023,ENT
157,rtt_meanwt,23.8,23.8,23.8,03/03/2023,ENT
157,rtt_medianwt,24,24,24,03/03/2023,ENT
157,rtt_nwm78_total,37,37,37,03/03/2023,ENT
157,wl_size,706,706,706,03/03/2023,ENT
158,nwl104_total,0,0,0,04/03/2023,ENT
158,nwl52_total,523,523,523,04/03/2023,ENT
158,nwm104_total,1,1,1,04/03/2023,ENT
158,nwm52_total,183,183,183,04/03/2023,ENT
158,nwm78_total,37,37,37,04/03/2023,ENT
158,rtt_maxwt,23,23,23,04/03/2023,ENT
158,rtt_meanwt,23,23,23,04/03/2023,ENT
158,rtt_medianwt,23,23,23,04/03/2023,ENT
158,rtt_nwm78_total,37,37,37,04/03/2023,ENT
158,wl_size,707,707,707,04/03/2023,ENT
159,nwl104_total,0,0,0,05/03/2023,ENT
159,nwl52_total,523,523,523,05/03/2023,ENT
159,nwm104_total,1,1,1,05/03/2023,ENT
159,nwm52_total,183,183,183,05/03/2023,ENT
159,nwm78_total,37,37,37,05/03/2023,ENT
159,rtt_maxwt,285,285,285,05/03/2023,ENT
159,rtt_meanwt,75,75,75,05/03/2023,ENT
159,rtt_medianwt,22,22,22,05/03/2023,ENT
159,rtt_nwm78_total,37,37,37,05/03/2023,ENT
159,wl_size,707,707,707,05/03/2023,ENT
160,nwl104_total,0,0,0,06/03/2023,ENT
160,nwl52_total,525,525,525,06/03/2023,ENT
160,nwm104_total,1,1,1,06/03/2023,ENT
160,nwm52_total,183,183,183,06/03/2023,ENT
160,nwm78_total,37,37,37,06/03/2023,ENT
160,rtt_maxwt,23,23,23,06/03/2023,ENT
160,rtt_meanwt,22,22,22,06/03/2023,ENT
160,rtt_medianwt,22,22,22,06/03/2023,ENT
160,rtt_nwm78_total,37,37,37,06/03/2023,ENT
160,wl_size,709,709,709,06/03/2023,ENT
161,nwl104_total,0,0,0,07/03/2023,ENT
161,nwl52_total,527,527,527,07/03/2023,ENT
161,nwm104_total,1,1,1,07/03/2023,ENT
161,nwm52_total,183,183,183,07/03/2023,ENT
161,nwm78_total,37,37,37,07/03/2023,ENT
161,rtt_maxwt,22,22,22,07/03/2023,ENT
161,rtt_meanwt,22,22,22,07/03/2023,ENT
161,rtt_medianwt,22,22,22,07/03/2023,ENT
161,rtt_nwm78_total,37,37,37,07/03/2023,ENT
161,wl_size,711,711,711,07/03/2023,ENT
162,nwl104_total,0,0,0,08/03/2023,ENT
162,nwl52_total,525,525,525,08/03/2023,ENT
162,nwm104_total,1,1,1,08/03/2023,ENT
162,nwm52_total,190,190,190,08/03/2023,ENT
162,nwm78_total,44,44,44,08/03/2023,ENT
162,rtt_nwm78_total,44,44,44,08/03/2023,ENT
162,wl_size,716,716,716,08/03/2023,ENT
163,nwl104_total,0,0,0,09/03/2023,ENT
163,nwl52_total,527,527,527,09/03/2023,ENT
