day,metric,mean,q025,q975,date,specialty
272,rtt_maxwt,104,104,104,26/06/2023,ENT
272,rtt_meanwt,40.666666666666664,40.666666666666664,40.666666666666664,26/06/2023,ENT
272,rtt_medianwt,9,9,9,26/06/2023,ENT
272,rtt_nwm78_total,103,103,103,26/06/2023,ENT
272,wl_size,873,873,873,26/06/2023,ENT
273,nwl104_total,0,0,0,27/06/2023,ENT
273,nwl52_total,632,632,632,27/06/2023,ENT
273,nwm104_total,8,8,8,27/06/2023,ENT
273,nwm52_total,239,239,239,27/06/2023,ENT
273,nwm78_total,103,103,103,27/06/2023,ENT
273,rtt_maxwt,10,10,10,27/06/2023,ENT
273,rtt_meanwt,10,10,10,27/06/2023,ENT
273,rtt_medianwt,10,10,10,27/06/2023,ENT
273,rtt_nwm78_total,103,103,103,27/06/2023,ENT
273,wl_size,872,872,872,27/06/2023,ENT
274,nwl104_total,0,0,0,28/06/2023,ENT
274,nwl52_total,628,628,628,28/06/2023,ENT
274,nwm104_total,11,11,11,28/06/2023,ENT
274,nwm52_total,248,248,248,28/06/2023,ENT
274,nwm78_total,109,109,109,28/06/2023,ENT
274,rtt_maxwt,10,10,10,28/06/2023,ENT
274,rtt_meanwt,10,10,10,28/06/2023,ENT
274,rtt_medianwt,10,10,10,28/06/2023,ENT
274,rtt_nwm78_total,109,109,109,28/06/2023,ENT
274,wl_size,877,877,877,28/06/2023,ENT
275,nwl104_total,0,0,0,29/06/2023,ENT
275,nwl52_total,632,632,632,29/06/2023,ENT
275,nwm104_total,11,11,11,29/06/2023,ENT
275,nwm52_total,248,248,248,29/06/2023,ENT
275,nwm78_total,109,109,109,29/06/2023,ENT
275,rtt_nwm78_total,109,109,109,29/06/2023,ENT
275,wl_size,881,881,881,29/06/2023,ENT
276,nwl104_total,0,0,0,30/06/2023,ENT
276,nwl52_total,637,637,637,30/06/2023,ENT
276,nwm104_total,11,11,11,30/06/2023,ENT
276,nwm52_total,248,248,248,30/06/2023,ENT
276,nwm78_total,109,109,109,30/06/2023,ENT
276,rtt_nwm78_total,109,109,109,30/06/2023,ENT
276,wl_size,886,886,886,30/06/2023,ENT
277,nwl104_total,0,0,0,01/07/2023,ENT
277,nwl52_total,641,641,641,01/07/2023,ENT
277,nwm104_total,11,11,11,01/07/2023,ENT
277,nwm52_total,248,248,248,01/07/2023,ENT
277,nwm78_total,109,109,109,01/07/2023,ENT
277,rtt_nwm78_total,109,109,109,01/07/2023,ENT
277,wl_size,890,890,890,01/07/2023,ENT
278,nwl104_total,0,0,0,02/07/2023,ENT
278,nwl52_total,640,640,640,02/07/2023,ENT
278,nwm104_total,11,11,11,02/07/2023,ENT
278,nwm52_total,248,248,248,02/07/2023,ENT
278,nwm78_total,109,109,109,02/07/2023,ENT
278,rtt_maxwt,104,104,104,02/07/2023,ENT
278,rtt_meanwt,52,52,52,02/07/2023,ENT
278,rtt_medianwt,38,38,38,02/07/2023,ENT
278,rtt_nwm78_total,109,109,109,02/07/2023,ENT
278,wl_size,889,889,889,02/07/2023,ENT
279,nwl104_total,0,0,0,03/07/2023,ENT
279,nwl52_total,638,638,638,03/07/2023,ENT
279,nwm104_total,11,11,11,03/07/2023,ENT
279,nwm52_total,248,248,248,03/07/2023,ENT
279,nwm78_total,109,109,109,03/07/2023,ENT
279,rtt_maxwt,14,14,14,03/07/2023,ENT
279,rtt_meanwt,14,14,14,03/07/2023,ENT
279,rtt_medianwt,14,14,14,03/07/2023,ENT
279,rtt_nwm78_total,109,109,109,03/07/2023,ENT
279,wl_size,887,887,887,03/07/2023,ENT
280,nwl104_total,0,0,0,04/07/2023,ENT
280,nwl52_total,640,640,640,04/07/2023,ENT
280,nwm104_total,11,11,11,04/07/2023,ENT
280,nwm52_total,248,248,248,04/07/2023,ENT
280,nwm78_total,109,109,109,04/07/2023,ENT
280,rtt_maxwt,15,15,15,04/07/2023,ENT
280,rtt_meanwt,15,15,15,04/07/2023,ENT
280,rtt_medianwt,15,15,15,04/07/2023,ENT
280,rtt_nwm78_total,109,109,109,04/07/2023,ENT
280,wl_size,889,889,889,04/07/2023,ENT
281,nwl104_total,0,0,0,05/07/2023,ENT
281,nwl52_total,637,637,637,05/07/2023,ENT
281,nwm104_total,11,11,11,05/07/2023,ENT
281,nwm52_total,253,253,253,05/07/2023,ENT
281,nwm78_total,119,119,119,05/07/2023,ENT
281,rtt_maxwt,15,15,15,05/07/2023,ENT
281,rtt_meanwt,15,15,15,05/07/2023,ENT
281,rtt_medianwt,15,15,15,05/07/2023,ENT
281,rtt_nwm78_total,119,119,119,05/07/2023,ENT
281,wl_size,891,891,891,05/07/2023,ENT
282,nwl104_total,0,0,0,06/07/2023,ENT
282,nwl52_total,640,640,640,06/07/2023,ENT
282,nwm104_total,11,11,11,06/07/2023,ENT
282,nwm52_total,253,253,253,06/07/2023,ENT
282,nwm78_total,119,119,119,06/07/2023,ENT
282,rtt_maxwt,16,16,16,06/07/2023,ENT
282,rtt_meanwt,15.5,15.5,15.5,06/07/2023,ENT
282,rtt_medianwt,15.5,15.5,15.5,06/07/2023,ENT
282,rtt_nwm78_total,119,119,119,06/07/2023,ENT
282,wl_size,894,894,894,06/07/2023,ENT
283,nwl104_total,0,0,0,07/07/2023,ENT
283,nwl52_total,642,642,642,07/07/2023,ENT
283,nwm104_total,11,11,11,07/07/2023,ENT
283,nwm52_total,253,253,253,07/07/2023,ENT
283,nwm78_total,119,119,119,07/07/2023,ENT
283,rtt_maxwt,16,16,16,07/07/2023,ENT
283,rtt_meanwt,15.5,15.5,15.5,07/07/2023,ENT
283,rtt_medianwt,15.5,15.5,15.5,07/07/2023,ENT
283,rtt_nwm78_total,119,119,119,07/07/2023,ENT
283,wl_size,896,896,896,07/07/2023,ENT
284,nwl104_total,0,0,0,08/07/2023,ENT
284,nwl52_total,645,645,645,08/07/2023,ENT
284,nwm104_total,11,11,11,08/07/2023,ENT
284,nwm52_total,253,253,253,08/07/2023,ENT
284,nwm78_total,119,119,119,08/07/2023,ENT
284,rtt_nwm78_total,119,119,119,08/07/2023,ENT
284,wl_size,899,899,899,08/07/2023,ENT
285,nwl104_total,0,0,0,09/07/2023,ENT
285,nwl52_total,645,645,645,09/07/2023,ENT
285,nwm104_total,11,11,11,09/07/2023,ENT
285,nwm52_total,253,253,253,09/07/2023,ENT
285,nwm78_total,119,119,119,09/07/2023,ENT
285,rtt_maxwt,35,35,35,09/07/2023,ENT
285,rtt_meanwt,21.25,21.25,21.25,09/07/2023,ENT
285,rtt_medianwt,17,17,17,09/07/2023,ENT
285,rtt_nwm78_total,119,119,119,09/07/2023,ENT
285,wl_size,899,899,899,09/07/2023,ENT
286,nwl104_total,0,0,0,10/07/2023,ENT
286,nwl52_total,643,643,643,10/07/2023,ENT
286,nwm104_total,11,11,11,10/07/2023,ENT
286,nwm52_total,253,253,253,10/07/2023,ENT
286,nwm78_total,119,119,119,10/07/2023,ENT
286,rtt_maxwt,16,16,16,10/07/2023,ENT
286,rtt_meanwt,14.666666666666666,14.666666666666666,14.666666666666666,10/07/2023,ENT
286,rtt_medianwt,14,14,14,10/07/2023,ENT
286,rtt_nwm78_total,119,119,119,10/07/2023,ENT
286,wl_size,897,897,897,10/07/2023,ENT
287,nwl104_total,0,0,0,11/07/2023,ENT
287,nwl52_total,645,645,645,11/07/2023,ENT
287,nwm104_total,11,11,11,11/07/2023,ENT
287,nwm52_total,253,253,253,11/07/2023,ENT
287,nwm78_total,119,119,119,11/07/2023,ENT
287,rtt_maxwt,13,13,13,11/07/2023,ENT
287,rtt_meanwt,13,13,13,11/07/2023,ENT
287,rtt_medianwt,13,13,13,11/07/2023,ENT
287,rtt_nwm78_total,119,119,119,11/07/2023,ENT
287,wl_size,899,899,899,11/07/2023,ENT
288,nwl104_total,0,0,0,12/07/2023,ENT
288,nwl52_total,645,645,645,12/07/2023,ENT
288,nwm104_total,12,12,12,12/07/2023,ENT
288,nwm52_total,257,257,257,12/07/2023,ENT
288,nwm78_total,126,126,126,12/07/2023,ENT
288,rtt_nwm78_total,126,126,126,12/07/2023,ENT
288,wl_size,903,903,903,12/07/2023,ENT
289,nwl104_total,0,0,0,13/07/2023,ENT
289,nwl52_total,648,648,648,13/07/2023,ENT
289,nwm104_total,12,12,12,13/07/2023,ENT
289,nwm52_total,257,257,257,13/07/2023,ENT
289,nwm78_total,126,126,126,13/07/2023,ENT
289,rtt_maxwt,13,13,13,13/07/2023,ENT
289,rtt_meanwt,13,13,13,13/07/2023,ENT
289,rtt_medianwt,13,13,13,13/07/2023,ENT
289,rtt_nwm78_total,126,126,126,13/07/2023,ENT
289,wl_size,906,906,906,13/07/2023,ENT
290,nwl104_total,0,0,0,14/07/2023,ENT
290,nwl52_total,648,648,648,14/07/2023,ENT
290,nwm104_total,12,12,12,14/07/2023,ENT
290,nwm52_total,257,257,257,14/07/2023,ENT
290,nwm78_total,126,126,126,14/07/2023,ENT
290,rtt_maxwt,13,13,13,14/07/2023,ENT
290,rtt_meanwt,10.666666666666666,10.666666666666666,10.666666666666666,14/07/2023,ENT
290,rtt_medianwt,10,10,10,14/07/2023,ENT
290,rtt_nwm78_total,126,126,126,14/07/2023,ENT
290,wl_size,906,906,906,14/07/2023,ENT
291,nwl104_total,0,0,0,15/07/2023,ENT
291,nwl52_total,652,652,652,15/07/2023,ENT
291,nwm104_total,12,12,12,15/07/2023,ENT
291,nwm52_total,257,257,257,15/07/2023,ENT
291,nwm78_total,126,126,126,15/07/2023,ENT
291,rtt_nwm78_total,126,126,126,15/07/2023,ENT
291,wl_size,910,910,910,15/07/2023,ENT
292,nwl104_total,0,0,0,16/07/2023,ENT
292,nwl52_total,656,656,656,16/07/2023,ENT
292,nwm104_total,12,12,12,16/07/2023,ENT
292,nwm52_total,257,257,257,16/07/2023,ENT
292,nwm78_total,126,126,126,16/07/2023,ENT
292,rtt_nwm78_total,126,126,126,16/07/2023,ENT
292,wl_size,914,914,914,16/07/2023,ENT
293,nwl104_total,0,0,0,17/07/2023,ENT
293,nwl52_total,655,655,655,17/07/2023,ENT
293,nwm104_total,12,12,12,17/07/2023,ENT
293,nwm52_total,257,257,257,17/07/2023,ENT
293,nwm78_total,126,126,126,17/07/2023,ENT
293,rtt_maxwt,11,11,11,17/07/2023,ENT
293,rtt_meanwt,9.666666666666666,9.666666666666666,9.666666666666666,17/07/2023,ENT
293,rtt_medianwt,9,9,9,17/07/2023,ENT
293,rtt_nwm78_total,126,126,126,17/07/2023,ENT
293,wl_size,913,913,913,17/07/2023,ENT
294,nwl104_total,0,0,0,18/07/2023,ENT
294,nwl52_total,653,653,653,18/07/2023,ENT
294,nwm104_total,12,12,12,18/07/2023,ENT
294,nwm52_total,257,257,257,18/07/2023,ENT
294,nwm78_total,126,126,126,18/07/2023,ENT
294,rtt_maxwt,36,36,36,18/07/2023,ENT
294,rtt_meanwt,18,18,18,18/07/2023,ENT
294,rtt_medianwt,9,9,9,18/07/2023,ENT
294,rtt_nwm78_total,126,126,126,18/07/2023,ENT
294,wl_size,911,911,911,18/07/2023,ENT
295,nwl104_total,0,0,0,19/07/2023,ENT
295,nwl52_total,653,653,653,19/07/2023,ENT
295,nwm104_total,14,14,14,19/07/2023,ENT
295,nwm52_total,263,263,263,19/07/2023,ENT
295,nwm78_total,131,131,131,19/07/2023,ENT
295,rtt_nwm78_total,131,131,131,19/07/2023,ENT
295,wl_size,917,917,917,19/07/2023,ENT
296,nwl104_total,0,0,0,20/07/2023,ENT
296,nwl52_total,652,652,652,20/07/2023,ENT
296,nwm104_total,14,14,14,20/07/2023,ENT
296,nwm52_total,263,263,263,20/07/2023,ENT
296,nwm78_total,131,131,131,20/07/2023,ENT
296,rtt_maxwt,9,9,9,20/07/2023,ENT
296,rtt_meanwt,9,9,9,20/07/2023,ENT
296,rtt_medianwt,9,9,9,20/07/2023,ENT
296,rtt_nwm78_total,131,131,131,20/07/2023,ENT
296,wl_size,916,916,916,20/07/2023,ENT
297,nwl104_total,0,0,0,21/07/2023,ENT
297,nwl52_total,652,652,652,21/07/2023,ENT
297,nwm104_total,14,14,14,21/07/2023,ENT
297,nwm52_total,263,263,263,21/07/2023,ENT
297,nwm78_total,131,131,131,21/07/2023,ENT
297,rtt_maxwt,10,10,10,21/07/2023,ENT
297,rtt_meanwt,8.5,8.5,8.5,21/07/2023,ENT
297,rtt_medianwt,8.5,8.5,8.5,21/07/2023,ENT
297,rtt_nwm78_total,131,131,131,21/07/2023,ENT
297,wl_size,916,916,916,21/07/2023,ENT
298,nwl104_total,0,0,0,22/07/2023,ENT
298,nwl52_total,653,653,653,22/07/2023,ENT
298,nwm104_total,14,14,14,22/07/2023,ENT
298,nwm52_total,263,263,263,22/07/2023,ENT
298,nwm78_total,131,131,131,22/07/2023,ENT
298,rtt_maxwt,36,36,36,22/07/2023,ENT
298,rtt_meanwt,36,36,36,22/07/2023,ENT
298,rtt_medianwt,36,36,36,22/07/2023,ENT
298,rtt_nwm78_total,131,131,131,22/07/2023,ENT
298,wl_size,917,917,917,22/07/2023,ENT
299,nwl104_total,0,0,0,23/07/2023,ENT
299,nwl52_total,654,654,654,23/07/2023,ENT
299,nwm104_total,14,14,14,23/07/2023,ENT
299,nwm52_total,263,263,263,23/07/2023,ENT
299,nwm78_total,131,131,131,23/07/2023,ENT
299,rtt_maxwt,13,13,13,23/07/2023,ENT
299,rtt_meanwt,13,13,13,23/07/2023,ENT
299,rtt_medianwt,13,13,13,23/07/2023,ENT
299,rtt_nwm78_total,131,131,131,23/07/2023,ENT
299,wl_size,918,918,918,23/07/2023,ENT
300,nwl104_total,0,0,0,24/07/2023,ENT
300,nwl52_total,657,657,657,24/07/2023,ENT
300,nwm104_total,14,14,14,24/07/2023,ENT
300,nwm52_total,263,263,263,24/07/2023,ENT
300,nwm78_total,131,131,131,24/07/2023,ENT
300,rtt_maxwt,35,35,35,24/07/2023,ENT
300,rtt_meanwt,23.5,23.5,23.5,24/07/2023,ENT
300,rtt_medianwt,23.5,23.5,23.5,24/07/2023,ENT
300,rtt_nwm78_total,131,131,131,24/07/2023,ENT
300,wl_size,921,921,921,24/07/2023,ENT
301,nwl104_total,0,0,0,25/07/2023,ENT
301,nwl52_total,657,657,657,25/07/2023,ENT
301,nwm104_total,14,14,14,25/07/2023,ENT
301,nwm52_total,262,262,262,25/07/2023,ENT
301,nwm78_total,131,131,131,25/07/2023,ENT
301,rtt_maxwt,285,285,285,25/07/2023,ENT
301,rtt_meanwt,101.66666666666667,101.66666666666667,101.66666666666667,25/07/2023,ENT
301,rtt_medianwt,10,10,10,25/07/2023,ENT
301,rtt_nwm78_total,131,131,131,25/07/2023,ENT
301,wl_size,920,920,920,25/07/2023,ENT
302,nwl104_total,0,0,0,26/07/2023,ENT
302,nwl52_total,657,657,657,26/07/2023,ENT
302,nwm104_total,17,17,17,26/07/2023,ENT
302,nwm52_total,267,267,267,26/07/2023,ENT
302,nwm78_total,137,137,137,26/07/2023,ENT
302,rtt_maxwt,35,35,35,26/07/2023,ENT
302,rtt_meanwt,35,35,35,26/07/2023,ENT
302,rtt_medianwt,35,35,35,26/07/2023,ENT
302,rtt_nwm78_total,137,137,137,26/07/2023,ENT
302,wl_size,925,925,925,26/07/2023,ENT
303,nwl104_total,0,0,0,27/07/2023,ENT
303,nwl52_total,654,654,654,27/07/2023,ENT
303,nwm104_total,17,17,17,27/07/2023,ENT
303,nwm52_total,267,267,267,27/07/2023,ENT
303,nwm78_total,137,137,137,27/07/2023,ENT
303,rtt_maxwt,11,11,11,27/07/2023,ENT
303,rtt_meanwt,11,11,11,27/07/2023,ENT
303,rtt_medianwt,11,11,11,27/07/2023,ENT
303,rtt_nwm78_total,137,137,137,27/07/2023,ENT
303,wl_size,922,922,922,27/07/2023,ENT
304,nwl104_total,0,0,0,28/07/2023,ENT
304,nwl52_total,656,656,656,28/07/2023,ENT
304,nwm104_total,17,17,17,28/07/2023,ENT
304,nwm52_total,266,266,266,28/07/2023,ENT
304,nwm78_total,137,137,137,28/07/2023,ENT
304,rtt_maxwt,40,40,40,28/07/2023,ENT
304,rtt_meanwt,25.5,25.5,25.5,28/07/2023,ENT
304,rtt_medianwt,25.5,25.5,25.5,28/07/2023,ENT
304,rtt_nwm78_total,137,137,137,28/07/2023,ENT
304,wl_size,923,923,923,28/07/2023,ENT
305,nwl104_total,0,0,0,29/07/2023,ENT
305,nwl52_total,659,659,659,29/07/2023,ENT
305,nwm104_total,17,17,17,29/07/2023,ENT
305,nwm52_total,266,266,266,29/07/2023,ENT
305,nwm78_total,137,137,137,29/07/2023,ENT
305,rtt_maxwt,6,6,6,29/07/2023,ENT
305,rtt_meanwt,6,6,6,29/07/2023,ENT
305,rtt_medianwt,6,6,6,29/07/2023,ENT
305,rtt_nwm78_total,137,137,137,29/07/2023,ENT
305,wl_size,926,926,926,29/07/2023,ENT
306,nwl104_total,0,0,0,30/07/2023,ENT
306,nwl52_total,659,659,659,30/07/2023,ENT
306,nwm104_total,17,17,17,30/07/2023,ENT
306,nwm52_total,266,266,266,30/07/2023,ENT
306,nwm78_total,137,137,137,30/07/2023,ENT
306,rtt_maxwt,40,40,40,30/07/2023,ENT
306,rtt_meanwt,38,38,38,30/07/2023,ENT
306,rtt_medianwt,38,38,38,30/07/2023,ENT
306,rtt_nwm78_total,137,137,137,30/07/2023,ENT
306,wl_size,926,926,926,30/07/2023,ENT
307,nwl104_total,0,0,0,31/07/2023,ENT
307,nwl52_total,663,663,663,31/07/2023,ENT
307,nwm104_total,17,17,17,31/07/2023,ENT
307,nwm52_total,266,266,266,31/07/2023,ENT
307,nwm78_total,137,137,137,31/07/2023,ENT
307,rtt_maxwt,8,8,8,31/07/2023,ENT
307,rtt_meanwt,7.5,7.5,7.5,31/07/2023,ENT
307,rtt_medianwt,7.5,7.5,7.5,31/07/2023,ENT
307,rtt_nwm78_total,137,137,137,31/07/2023,ENT
307,wl_size,930,930,930,31/07/2023,ENT
308,nwl104_total,0,0,0,01/08/2023,ENT
308,nwl52_total,666,666,666,01/08/2023,ENT
308,nwm104_total,17,17,17,01/08/2023,ENT
308,nwm52_total,265,265,265,01/08/2023,ENT
308,nwm78_total,136,136,136,01/08/2023,ENT
308,rtt_maxwt,7,7,7,01/08/2023,ENT
308,rtt_meanwt,7,7,7,01/08/2023,ENT
308,rtt_medianwt,7,7,7,01/08/2023,ENT
308,rtt_nwm78_total,136,136,136,01/08/2023,ENT
308,wl_size,932,932,932,01/08/2023,ENT
309,nwl104_total,0,0,0,02/08/2023,ENT
309,nwl52_total,661,661,661,02/08/2023,ENT
309,nwm104_total,19,19,19,02/08/2023,ENT
309,nwm52_total,270,270,270,02/08/2023,ENT
309,nwm78_total,139,139,139,02/08/2023,ENT
309,rtt_maxwt,7,7,7,02/08/2023,ENT
309,rtt_meanwt,7,7,7,02/08/2023,ENT
309,rtt_medianwt,7,7,7,02/08/2023,ENT
309,rtt_nwm78_total,139,139,139,02/08/2023,ENT
309,wl_size,932,932,932,02/08/2023,ENT
310,nwl104_total,0,0,0,03/08/2023,ENT
310,nwl52_total,661,661,661,03/08/2023,ENT
310,nwm104_total,19,19,19,03/08/2023,ENT
310,nwm52_total,269,269,269,03/08/2023,ENT
310,nwm78_total,138,138,138,03/08/2023,ENT
310,rtt_maxwt,5,5,5,03/08/2023,ENT
310,rtt_meanwt,4.75,4.75,4.75,03/08/2023,ENT
310,rtt_medianwt,5,5,5,03/08/2023,ENT
310,rtt_nwm78_total,138,138,138,03/08/2023,ENT
310,wl_size,931,931,931,03/08/2023,ENT
311,nwl104_total,0,0,0,04/08/2023,ENT
311,nwl52_total,665,665,665,04/08/2023,ENT
311,nwm104_total,19,19,19,04/08/2023,ENT
311,nwm52_total,269,269,269,04/08/2023,ENT
311,nwm78_total,138,138,138,04/08/2023,ENT
311,rtt_maxwt,4,4,4,04/08/2023,ENT
311,rtt_meanwt,4,4,4,04/08/2023,ENT
311,rtt_medianwt,4,4,4,04/08/2023,ENT
311,rtt_nwm78_total,138,138,138,04/08/2023,ENT
311,wl_size,935,935,935,04/08/2023,ENT
312,nwl104_total,0,0,0,05/08/2023,ENT
312,nwl52_total,665,665,665,05/08/2023,ENT
312,nwm104_total,19,19,19,05/08/2023,ENT
312,nwm52_total,269,269,269,05/08/2023,ENT
312,nwm78_total,138,138,138,05/08/2023,ENT
312,rtt_maxwt,4,4,4,05/08/2023,ENT
312,rtt_meanwt,3.3333333333333335,3.3333333333333335,3.3333333333333335,05/08/2023,ENT
312,rtt_medianwt,3,3,3,05/08/2023,ENT
312,rtt_nwm78_total,138,138,138,05/08/2023,ENT
312,wl_size,935,935,935,05/08/2023,ENT
313,nwl104_total,0,0,0,06/08/2023,ENT
313,nwl52_total,664,664,664,06/08/2023,ENT
313,nwm104_total,19,19,19,06/08/2023,ENT
313,nwm52_total,269,269,269,06/08/2023,ENT
313,nwm78_total,138,138,138,06/08/2023,ENT
313,rtt_maxwt,3,3,3,06/08/2023,ENT
313,rtt_meanwt,3,3,3,06/08/2023,ENT
313,rtt_medianwt,3,3,3,06/08/2023,ENT
313,rtt_nwm78_total,138,138,138,06/08/2023,ENT
313,wl_size,934,934,934,06/08/2023,ENT
314,nwl104_total,0,0,0,07/08/2023,ENT
314,nwl52_total,664,664,664,07/08/2023,ENT
314,nwm104_total,19,19,19,07/08/2023,ENT
314,nwm52_total,269,269,269,07/08/2023,ENT
314,nwm78_total,138,138,138,07/08/2023,ENT
314,rtt_maxwt,3,3,3,07/08/2023,ENT
314,rtt_meanwt,3,3,3,07/08/2023,ENT
314,rtt_medianwt,3,3,3,07/08/2023,ENT
314,rtt_nwm78_total,138,138,138,07/08/2023,ENT
314,wl_size,934,934,934,07/08/2023,ENT
315,nwl104_total,0,0,0,08/08/2023,ENT
315,nwl52_total,665,665,665,08/08/2023,ENT
315,nwm104_total,19,19,19,08/08/2023,ENT
315,nwm52_total,269,269,269,08/08/2023,ENT
315,nwm78_total,138,138,138,08/08/2023,ENT
315,rtt_maxwt,4,4,4,08/08/2023,ENT
315,rtt_meanwt,4,4,4,08/08/2023,ENT
315,rtt_medianwt,4,4,4,08/08/2023,ENT
315,rtt_nwm78_total,138,138,138,08/08/2023,ENT
315,wl_size,935,935,935,08/08/2023,ENT
316,nwl104_total,0,0,0,09/08/2023,ENT
316,nwl52_total,662,662,662,09/08/2023,ENT
316,nwm104_total,23,23,23,09/08/2023,ENT
316,nwm52_total,273,273,273,09/08/2023,ENT
316,nwm78_total,147,147,147,09/08/2023,ENT
316,rtt_nwm78_total,147,147,147,09/08/2023,ENT
316,wl_size,936,936,936,09/08/2023,ENT
317,nwl104_total,0,0,0,10/08/2023,ENT
317,nwl52_total,661,661,661,10/08/2023,ENT
317,nwm104_total,23,23,23,10/08/2023,ENT
317,nwm52_total,273,273,273,10/08/2023,ENT
317,nwm78_total,147,147,147,10/08/2023,ENT
317,rtt_maxwt,36,36,36,10/08/2023,ENT
317,rtt_meanwt,36,36,36,10/08/2023,ENT
317,rtt_medianwt,36,36,36,10/08/2023,ENT
317,rtt_nwm78_total,147,147,147,10/08/2023,ENT
317,wl_size,935,935,935,10/08/2023,ENT
318,nwl104_total,0,0,0,11/08/2023,ENT
318,nwl52_total,663,663,663,11/08/2023,ENT
318,nwm104_total,23,23,23,11/08/2023,ENT
318,nwm52_total,273,273,273,11/08/2023,ENT
318,nwm78_total,147,147,147,11/08/2023,ENT
318,rtt_maxwt,40,40,40,11/08/2023,ENT
318,rtt_meanwt,12.6,12.6,12.6,11/08/2023,ENT
318,rtt_medianwt,6,6,6,11/08/2023,ENT
318,rtt_nwm78_total,147,147,147,11/08/2023,ENT
318,wl_size,937,937,937,11/08/2023,ENT
319,nwl104_total,0,0,0,12/08/2023,ENT
319,nwl52_total,664,664,664,12/08/2023,ENT
319,nwm104_total,23,23,23,12/08/2023,ENT
319,nwm52_total,273,273,273,12/08/2023,ENT
319,nwm78_total,147,147,147,12/08/2023,ENT
319,rtt_maxwt,285,285,285,12/08/2023,ENT
319,rtt_meanwt,285,285,285,12/08/2023,ENT
319,rtt_medianwt,285,285,285,12/08/2023,ENT
319,rtt_nwm78_total,147,147,147,12/08/2023,ENT
319,wl_size,938,938,938,12/08/2023,ENT
320,nwl104_total,0,0,0,13/08/2023,ENT
320,nwl52_total,662,662,662,13/08/2023,ENT
320,nwm104_total,23,23,23,13/08/2023,ENT
320,nwm52_total,273,273,273,13/08/2023,ENT
320,nwm78_total,147,147,147,13/08/2023,ENT
320,rtt_maxwt,6,6,6,13/08/2023,ENT
320,rtt_meanwt,2.5,2.5,2.5,13/08/2023,ENT
320,rtt_medianwt,2,2,2,13/08/2023,ENT
320,rtt_nwm78_total,147,147,147,13/08/2023,ENT
320,wl_size,936,936,936,13/08/2023,ENT
321,nwl104_total,0,0,0,14/08/2023,ENT
321,nwl52_total,668,668,668,14/08/2023,ENT
321,nwm104_total,23,23,23,14/08/2023,ENT
321,nwm52_total,273,273,273,14/08/2023,ENT
321,nwm78_total,147,147,147,14/08/2023,ENT
321,rtt_maxwt,104,104,104,14/08/2023,ENT
321,rtt_meanwt,52.5,52.5,52.5,14/08/2023,ENT
321,rtt_medianwt,52.5,52.5,52.5,14/08/2023,ENT
321,rtt_nwm78_total,147,147,147,14/08/2023,ENT
321,wl_size,942,942,942,14/08/2023,ENT
322,nwl104_total,0,0,0,15/08/2023,ENT
322,nwl52_total,672,672,672,15/08/2023,ENT
322,nwm104_total,23,23,23,15/08/2023,ENT
322,nwm52_total,273,273,273,15/08/2023,ENT
322,nwm78_total,147,147,147,15/08/2023,ENT
322,rtt_nwm78_total,147,147,147,15/08/2023,ENT
322,wl_size,946,946,946,15/08/2023,ENT
323,nwl104_total,0,0,0,16/08/2023,ENT
323,nwl52_total,663,663,663,16/08/2023,ENT
323,nwm104_total,28,28,28,16/08/2023,ENT
323,nwm52_total,281,281,281,16/08/2023,ENT
323,nwm78_total,155,155,155,16/08/2023,ENT
323,rtt_maxwt,41,41,41,16/08/2023,ENT
323,rtt_meanwt,41,41,41,16/08/2023,ENT
323,rtt_medianwt,41,41,41,16/08/2023,ENT
323,rtt_nwm78_total,155,155,155,16/08/2023,ENT
323,wl_size,945,945,945,16/08/2023,ENT
324,nwl104_total,0,0,0,17/08/2023,ENT
324,nwl52_total,664,664,664,17/08/2023,ENT
324,nwm104_total,28,28,28,17/08/2023,ENT
324,nwm52_total,281,281,281,17/08/2023,ENT
324,nwm78_total,155,155,155,17/08/2023,ENT
324,rtt_maxwt,41,41,41,17/08/2023,ENT
324,rtt_meanwt,18.666666666666668,18.666666666666668,18.666666666666668,17/08/2023,ENT
324,rtt_medianwt,12,12,12,17/08/2023,ENT
324,rtt_nwm78_total,155,155,155,17/08/2023,ENT
324,wl_size,946,946,946,17/08/2023,ENT
325,nwl104_total,0,0,0,18/08/2023,ENT
325,nwl52_total,666,666,666,18/08/2023,ENT
325,nwm104_total,28,28,28,18/08/2023,ENT
325,nwm52_total,280,280,280,18/08/2023,ENT
325,nwm78_total,155,155,155,18/08/2023,ENT
325,rtt_maxwt,4,4,4,18/08/2023,ENT
325,rtt_meanwt,2.6666666666666665,2.6666666666666665,2.6666666666666665,18/08/2023,ENT
325,rtt_medianwt,4,4,4,18/08/2023,ENT
325,rtt_nwm78_total,155,155,155,18/08/2023,ENT
325,wl_size,947,947,947,18/08/2023,ENT
326,nwl104_total,0,0,0,19/08/2023,ENT
326,nwl52_total,667,667,667,19/08/2023,ENT
326,nwm104_total,28,28,28,19/08/2023,ENT
326,nwm52_total,280,280,280,19/08/2023,ENT
326,nwm78_total,155,155,155,19/08/2023,ENT
326,rtt_maxwt,0,0,0,19/08/2023,ENT
326,rtt_meanwt,0,0,0,19/08/2023,ENT
326,rtt_medianwt,0,0,0,19/08/2023,ENT
